cbp_id,cbp_provider_id,cbp_provider_name,cbp_name,cbp_type,batch_id,batch_name,batch_start_date,batch_end_date,cbp_duration,cbp_rating,last_published_on,cbp_retired_on,cbp_status,resource_count,total_certificates_issued,cbp_substatus,data_last_generated_on
do_1138964038596935681359,013616592545947648401,Sashastra Seema Bal (SSB),Benefits of Cardiorespiratory endurance training,Course,"","","","",00:09:20,4.519901373723142,2023-10-03,"",Live,4,41575,SentToPublish,2024-02-28 02:03:31 AM
do_113945766669000704198,0133872821604761600,Institute of Secretariat Training and Management,Central Deputation/Foreign Services,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113957112389443584166,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),An Introduction of Interconnect Usage Charge (IUC),Course,"","","","",01:29:36,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134009191418757121285,0133782666818437120,iGoT,Constitutional Provisions at Workplace,Course,"","","","",00:59:00,"","",2021-11-02,Retired,0,"","",2024-02-28 02:03:31 AM
do_11345238144534937611,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,How to develop content for iGOT Karmayogi platform,Course,"","","","",02:46:40,"","",2022-02-14,Retired,0,"","",2024-02-28 02:03:31 AM
do_1134920469581987841544,01341289657531596898,Ministry of Agriculture and Farmers Welfare,PM KISAN eKYC Process,Course,"","","","",00:10:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1137151590595952641139,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),GSM RF Channels,Program,"","","","",00:00:00,"","",2023-02-02,Retired,0,"","",2024-02-28 02:03:31 AM
do_1137434370720645121215,0136703857356308481117,Central Pollution Control Board,Operation and Maintenance of Effluent Treatment Plants,Course,"","","","",05:07:08,4.721649484536083,2023-03-10,"",Live,35,360,Reviewed,2024-02-28 02:03:31 AM
do_1137476265144647681359,0133809553768366080,CBP Karmayogi,Course information 07-03-2023,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113826171388215296122,013816946419662848850,Delhi Metro Rail Corporation,Introduction to Escalators of DMRC,Course,"","","","",00:41:07,4.589743589743589,2023-06-26,"",Live,4,157,SentToPublish,2024-02-28 02:03:31 AM
do_113837446542917632167,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Next Generation SDH,Course,"","","","",00:42:40,4.519607843137255,2023-07-17,"",Live,3,593,SentToPublish,2024-02-28 02:03:31 AM
do_113838142737915904183,013816946419662848850,Delhi Metro Rail Corporation,Saloon Doors and Platform Screen Doors with Automation/ Interlocking,Course,"","","","",00:45:32,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1138622515334266881122,0133872821604761600,Institute of Secretariat Training and Management,122nd Level -D Training Programme,Course,"","","","",02:30:00,4.647058823529412,2023-08-18,"",Retired,2,138,SentToPublish,2024-02-28 02:03:31 AM
do_1138970588204564481374,013621597200834560442,National E-Governance Division (NEGD) DeitY Govt. of India,Project Management,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113902552106115072147,0133809553768366080,CBP Karmayogi,Test COurse0987,Program,"","","","",01:51:12,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113905580779274240154,01341209715000115258,RAKNPA,Business Development Products,Course,"","","","",01:05:00,4.545454545454546,2023-10-18,"",Live,2,580,SentToPublish,2024-02-28 02:03:31 AM
do_11394729722807091213,0138135009063239688265,Railway Board (RB),"MTS/RBSS Training (1/2023, Level 1)",Blended Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113952272949420032185_rc,013594851232989184292,Border Roads Organisation (BRO),Concrete Technology,Course,"","","","",01:50:00,"",2023-12-21,"",Live,5,"",SentToPublish,2024-02-28 02:03:31 AM
do_113971219345383424114,01358551122316492877,National Disaster Response Force (NDRF),Disaster Management and Preparedness-Disaster Response Training,Course,"","","","",01:45:00,"","","",Review,0,"",Reviewed,2024-02-28 02:03:31 AM
do_1134186585121095681447,0134086213264506888,World Bank,Gender Equality and Energy,Course,"","","","",01:26:09,4.666666666666667,2022-01-18,"",Live,9,167,Reviewed,2024-02-28 02:03:31 AM
do_113426236005703680143,01341086150163660826,J-PAL SA,Test Item Crafting,Course,"","","","",07:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134354820348477441200,0133809553768366080,CBP Karmayogi,Management,Course,"","","","",01:00:00,"","",2022-10-18,Retired,0,"","",2024-02-28 02:03:31 AM
do_1134568918892953601403,0133872821604761600,Institute of Secretariat Training and Management,Testing123,Course,"","","","",00:30:00,"","",2022-02-01,Retired,0,"","",2024-02-28 02:03:31 AM
do_1135325972141834241357,0134568228588257282,Ministry of Railways,TRACK MEASUREMENT AND TRACK TOLERANCE,Program,"","","","",00:10:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1136260178920570881590,013413016323874816106,SVPNPA,Module 10 - Grammar and Official words,Course,"","","","",01:14:00,4.833333333333333,2022-09-22,"",Live,10,37,SentToPublish,2024-02-28 02:03:31 AM
do_1137241996603555841162,0135997900135055367644,Defence Accounts Department (DAD),Over view of organization,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113813538202796032190,0133872821604761600,Institute of Secretariat Training and Management,Sanitation Capacity Building Platform,Course,"","","","",00:35:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113817191294525440151,013594775897538560248,Department of Posts,APAR Empowering The Karmayogi,Course,"","","","",00:33:15,4.493092800260036,2023-06-14,"",Live,16,34463,InReview,2024-02-28 02:03:31 AM
do_1138197927634862081338,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Overview of ZTE Combo (2G and 3G) BTS,Course,"","","","",00:10:38,4.381294964028777,2023-07-03,"",Live,3,854,SentToPublish,2024-02-28 02:03:31 AM
do_113846637718093824150,0133809553768366080,CBP Karmayogi,file upload issue 1100,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113949966964310016135,0133809553768366080,CBP Karmayogi,Test Course,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1139755789864058881106,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Overview of Employee Self Services,Course,"","","","",00:29:35,4.556818181818182,2024-02-07,"",Live,4,3694,SentToPublish,2024-02-28 02:03:31 AM
do_113989778656444416148,0136364025461473287707,Microsoft,Microsoft Power BI,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1139961337160908801130,013890734488625152733,Central Board of Indirect Taxes and Customs(CBIC),Adjudication in GST,Course,"","","","",01:32:00,"","","",Review,0,"","",2024-02-28 02:03:31 AM
do_1136097896278917121322,0134913087249776646170,Ministry of Mines,"Mine Abandonment, Reclamation & Rehabilitation of Mine Sites",Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113620947276947456144.img,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Broadband Access Technology,Course,"","","","",01:27:46,"",2022-10-28,"",Draft,9,"","",2024-02-28 02:03:31 AM
do_11372008028834201614,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",Massive MIMO and Beam Forming,Course,"","","","",01:34:52,"","","",Draft,0,"",SentToPublish,2024-02-28 02:03:31 AM
do_1138041832989655041152,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",5G Use Cases,Course,"","","","",00:50:00,4.521739130434782,2023-05-30,"",Live,2,479,SentToPublish,2024-02-28 02:03:31 AM
do_113817068450881536153,01341136245758361636,Department of Personnel and Training DoPT,CSS Level E: Under Secretary,Program,"","","","",42:49:21,4.3125,2023-07-03,"",Live,275,0,Reviewed,2024-02-28 02:03:31 AM
do_1138234630909542401448,01364991683959193671,The Art of Living,Complete Journey to Stress Management,Course,"","","","",06:08:16,4.611538461538461,2023-07-06,"",Live,23,2120,SentToPublish,2024-02-28 02:03:31 AM
do_113843872548511744111,0133872821604761600,Institute of Secretariat Training and Management,Assessment,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113852989320732672127,0136010238924718087513,Indian Bureau of Mines,Underground Mining Methods,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138933284647813121256,013568638827937792416,National Institute of Communication Finance,Navigating Business Cycles: Working Capital Essentials,Course,"","","","",00:35:26,4.529411764705882,2023-09-29,"",Live,5,377,SentToPublish,2024-02-28 02:03:31 AM
do_1138991483490959361449,013594775897538560248,Department of Posts,Sukanya Samriddhi Account Finacle Workflow,Course,"","","","",00:22:55,4.5525525525525525,2023-10-08,"",Live,12,2112,SentToPublish,2024-02-28 02:03:31 AM
do_113921805299662848194,0133809553768366080,CBP Karmayogi,zzszssssssss,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1139980862244700161143,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),BSNL Sales and Distribution Policy,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134673512329707521163.img,0133872821604761600,Institute of Secretariat Training and Management,Budget,Course,"","","","",01:40:00,"",2022-07-11,"",Draft,2,"",InReview,2024-02-28 02:03:31 AM
do_1134921926777651201559,01341289657531596898,Ministry of Agriculture and Farmers Welfare,Duplicate Bank Account Correction User Manual,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_11365551288897536011.img,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",Disaster Management - Role of Telecommunications,Course,"","","","",07:49:31,"",2022-12-10,"",Draft,40,"",Reviewed,2024-02-28 02:03:31 AM
do_113698317647519744137,013417187944456192130,NTIPRIT,5G Usage Scenarios and  its Key Capabilities,Course,"","","","",00:44:49,4.670454545454546,2022-12-28,"",Live,8,619,SentToPublish,2024-02-28 02:03:31 AM
do_113797226648870912153,01341136245758361636,Department of Personnel and Training DoPT,Team Building,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113848876334907392114_rc,0134801498081607683527,National Academy of Direct Taxes NADT,NADTDEMOCOURSE,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113856602971111424160,0133809553768366080,CBP Karmayogi,course for file upload,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1139004558864711681544,0133783095823810560,Karmayogi Bharat,sample 2222,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_11390756867039232011,0136053770199040007726,State Institute of Public Administration and Rural Development (SIPARD),COMMIT Tripura,Program,"","","","",20:20:00,4.521739130434782,2023-10-20,"",Live,86,51,Reviewed,2024-02-28 02:03:31 AM
do_113943047546986496167,0133783095823810560,Karmayogi Bharat,Blended program,Blended Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1140003437868728321191,0136045931518525447690,Indian Council of Forestry Research and Education,Scientists induction training,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134612156561817601862,0134568228588257282,Ministry of Railways,Indian Railways - Passes And PTOs (English),Course,"","","","",01:06:00,4.423236514522822,2024-01-21,"",Live,9,1769,Reviewed,2024-02-28 02:03:31 AM
do_113571950506934272157,0133809553768366080,CBP Karmayogi,course for testing 02-07-2022,Course,"","","","",02:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1135947036846735361117,0133872821604761600,Institute of Secretariat Training and Management,DAKSHTA,Program,"","","","",00:00:00,"","",2023-01-11,Retired,0,"","",2024-02-28 02:03:31 AM
do_113691652233224192131,0135997900135055367644,Defence Accounts Department (DAD),Disciplinary Proceedings in Government,Course,"","","","",03:57:00,4.506531204644412,2023-01-19,"",Live,10,3484,SentToPublish,2024-02-28 02:03:31 AM
do_11371778223168716811,013417187944456192130,NTIPRIT,Dynamic Spectrum Sharing (DSS),Course,"","","","",01:35:24,4.75,2023-01-25,"",Live,12,77,SentToPublish,2024-02-28 02:03:31 AM
do_113832654635769856117,0137924892561899523,Morarji Desai National Institute of Yoga (MDNIY),Common Yoga Protocol - Marathi,Course,"","","","",00:51:53,4.7272727272727275,2023-07-05,"",Live,2,263,SentToPublish,2024-02-28 02:03:31 AM
do_113857392704241664180,0133783095823810560,Karmayogi Bharat,MSDE TEST FILE,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138687552054312961202,0133809553768366080,CBP Karmayogi,SAMARTH Blocks,CuratedCollections,"","","","",00:00:00,"",2023-12-09,"",Retired,163,"","",2024-02-28 02:03:31 AM
do_1138983873552629761418,0134447739702476803,Department of Expenditure,FRSR Part II - Travelling Allowances Rules,Course,"","","","",03:10:00,3.5806451612903225,2023-10-20,"",Live,6,71,Reviewed,2024-02-28 02:03:31 AM
do_113901325526777856130,0133809553768366080,CBP Karmayogi,Advanced AI for beginners - test,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_11391543842807808015,013596173201997824229,Department of Investment and Public Asset Management,Sample test,Course,"","","","",00:55:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1139309440623411201197,0139077787226685440,Dr Marri Chenna Reddy Human Resource Development Institute of Telangana,COMMIT (TELUGU),Program,"","","","",16:52:00,4.59375,2023-11-21,"",Live,71,3748,InReview,2024-02-28 02:03:31 AM
do_113956384438853632152_rc,013594851232989184292,Border Roads Organisation (BRO),CPLs Management and their Welfare,Course,"","","","",00:55:00,"",2023-12-27,"",Live,2,"",SentToPublish,2024-02-28 02:03:31 AM
do_1134129022520934401247,01341211756679987273,Indian Institute of Public Administration,BASICS OF CLIMATE CHANGE: Science Behind Stories,Course,"","","","",02:11:43,4.544943820224719,2023-10-28,"",Live,24,1463,Reviewed,2024-02-28 02:03:31 AM
do_113426220890316800141,01341086150163660826,J-PAL SA,Test Item Crafting,Course,"","","","",07:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113434986174078976189,01341211756679987273,Indian Institute of Public Administration,NATURAL RESOURCE MANAGEMENT,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134612146014617601861,0134568228588257282,Ministry of Railways,Indian Railways - Leave Rules (English),Course,"","","","",00:31:00,4.584830339321357,2022-02-15,"",Live,5,5522,Reviewed,2024-02-28 02:03:31 AM
do_113473080531615744173,013417349346648064190,NIRDPR National Institute of Rural Development and Panchayati Raj,Saansad Adarsh Gram Yojana  (SAGY),Course,"","","","",03:40:00,"","",2022-04-12,Retired,0,"","",2024-02-28 02:03:31 AM
do_1134773517559971841125,0134086213264506888,World Bank,Test course,Course,"","","","",00:00:00,"","",2022-02-18,Retired,0,"","",2024-02-28 02:03:31 AM
do_113559291747221504152,0133872821604761600,Institute of Secretariat Training and Management,निलंबन पर समेकित निर्देश,Course,"","","","",01:50:00,4.666666666666667,2022-06-23,"",Live,2,20,Reviewed,2024-02-28 02:03:31 AM
do_1135756798061527041127,0134801498081607683527,National Academy of Direct Taxes NADT,............,Course,"","","","",00:00:00,"","",2022-07-07,Retired,0,"","",2024-02-28 02:03:31 AM
do_113598235342962688112,0134001680852664321,Capacity Building Commission,Test Course,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1136237873519329281272,0133872821604761600,Institute of Secretariat Training and Management,Self-Paced Learning for Principal Private Secretaries,Program,"","","","",00:00:00,"","",2022-09-13,Retired,0,"","",2024-02-28 02:03:31 AM
do_113712223564668928141,0133809553768366080,CBP Karmayogi,Framwork .,Course,"","","","",02:00:00,"",2023-01-16,2023-01-16,Retired,2,0,SentToPublish,2024-02-28 02:03:31 AM
do_1137273413166694401199.img,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",DoT LSA Technical Vertical Training,Program,"","","","",05:00:00,"",2023-02-06,"",Draft,90,"",Reviewed,2024-02-28 02:03:31 AM
do_1137766461644963841170,013758892812648448452,National Thermal Power Corporation (NTPC) Limited,NTPC Kudgi,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113798559977013248150,0133809553768366080,CBP Karmayogi,001testprogram,Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138042148486676481130,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",Key Capabilities of 5G,Course,"","","","",00:45:00,4.696428571428571,2023-05-27,"",Live,2,593,SentToPublish,2024-02-28 02:03:31 AM
do_113814184934834176163,0133872821604761600,Institute of Secretariat Training and Management,Opration and  Maintinace And Sustainability,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113817806007427072182,013594775897538560248,Department of Posts,Aswareness on Softwares used in Post Offices,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138219007570984961354,0133872821604761600,Institute of Secretariat Training and Management,120th Level D Training Programme,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113847463537737728120,013623127901315072587,Department of Consumer Affairs,Department of Consumer Affairs-Induction Module,Course,"","","","",04:05:00,4.2682926829268295,2023-08-15,"",Live,2,149,InReview,2024-02-28 02:03:31 AM
do_113854667716444160153,01375753040373350416159,National Water Academy Central Water Commission Pune,'Namami Gange : A Sustainable Model for River Rejuvenation',Course,"","","","",01:01:19,4.43859649122807,2023-08-18,"",Live,10,314,SentToPublish,2024-02-28 02:03:31 AM
